,T,U,pH,P_H2,P_CO2,P_H2O,P_CO,kappa
0,298.15,0.0,0.0,101325.0,101325.0,3534.0,5562.0,0.0
1,298.15,-0.1,0.0,101325.0,101325.0,3534.0,5562.0,0.0
2,298.15,-0.2,0.0,101325.0,101325.0,3534.0,5562.0,0.0
3,298.15,-0.3,0.0,101325.0,101325.0,3534.0,5562.0,0.0
4,298.15,-0.4,0.0,101325.0,101325.0,3534.0,5562.0,0.0
5,298.15,-0.5,0.0,101325.0,101325.0,3534.0,5562.0,0.0
6,298.15,-0.6,0.0,101325.0,101325.0,3534.0,5562.0,0.0
7,298.15,-0.7,0.0,101325.0,101325.0,3534.0,5562.0,0.0
8,298.15,-0.8,0.0,101325.0,101325.0,3534.0,5562.0,0.0
9,398.15,0.0,0.0,101325.0,101325.0,3534.0,5562.0,0.0
10,398.15,-0.1,0.0,101325.0,101325.0,3534.0,5562.0,0.0
11,398.15,-0.2,0.0,101325.0,101325.0,3534.0,5562.0,0.0
12,398.15,-0.3,0.0,101325.0,101325.0,3534.0,5562.0,0.0
13,398.15,-0.4,0.0,101325.0,101325.0,3534.0,5562.0,0.0
14,398.15,-0.5,0.0,101325.0,101325.0,3534.0,5562.0,0.0
15,398.15,-0.6,0.0,101325.0,101325.0,3534.0,5562.0,0.0
16,398.15,-0.7,0.0,101325.0,101325.0,3534.0,5562.0,0.0
17,398.15,-0.8,0.0,101325.0,101325.0,3534.0,5562.0,0.0
18,298.15,0.0,1.0,101325.0,101325.0,3534.0,5562.0,0.0
19,298.15,-0.1,1.0,101325.0,101325.0,3534.0,5562.0,0.0
20,298.15,-0.2,1.0,101325.0,101325.0,3534.0,5562.0,0.0
21,298.15,-0.3,1.0,101325.0,101325.0,3534.0,5562.0,0.0
22,298.15,-0.4,1.0,101325.0,101325.0,3534.0,5562.0,0.0
23,298.15,-0.5,1.0,101325.0,101325.0,3534.0,5562.0,0.0
24,298.15,-0.6,1.0,101325.0,101325.0,3534.0,5562.0,0.0
25,298.15,-0.7,1.0,101325.0,101325.0,3534.0,5562.0,0.0
26,298.15,-0.8,1.0,101325.0,101325.0,3534.0,5562.0,0.0
27,398.15,0.0,1.0,101325.0,101325.0,3534.0,5562.0,0.0
28,398.15,-0.1,1.0,101325.0,101325.0,3534.0,5562.0,0.0
29,398.15,-0.2,1.0,101325.0,101325.0,3534.0,5562.0,0.0
30,398.15,-0.3,1.0,101325.0,101325.0,3534.0,5562.0,0.0
31,398.15,-0.4,1.0,101325.0,101325.0,3534.0,5562.0,0.0
32,398.15,-0.5,1.0,101325.0,101325.0,3534.0,5562.0,0.0
33,398.15,-0.6,1.0,101325.0,101325.0,3534.0,5562.0,0.0
34,398.15,-0.7,1.0,101325.0,101325.0,3534.0,5562.0,0.0
35,398.15,-0.8,1.0,101325.0,101325.0,3534.0,5562.0,0.0
36,298.15,0.0,2.0,101325.0,101325.0,3534.0,5562.0,0.0
37,298.15,-0.1,2.0,101325.0,101325.0,3534.0,5562.0,0.0
38,298.15,-0.2,2.0,101325.0,101325.0,3534.0,5562.0,0.0
39,298.15,-0.3,2.0,101325.0,101325.0,3534.0,5562.0,0.0
40,298.15,-0.4,2.0,101325.0,101325.0,3534.0,5562.0,0.0
41,298.15,-0.5,2.0,101325.0,101325.0,3534.0,5562.0,0.0
42,298.15,-0.6,2.0,101325.0,101325.0,3534.0,5562.0,0.0
43,298.15,-0.7,2.0,101325.0,101325.0,3534.0,5562.0,0.0
44,298.15,-0.8,2.0,101325.0,101325.0,3534.0,5562.0,0.0
45,398.15,0.0,2.0,101325.0,101325.0,3534.0,5562.0,0.0
46,398.15,-0.1,2.0,101325.0,101325.0,3534.0,5562.0,0.0
47,398.15,-0.2,2.0,101325.0,101325.0,3534.0,5562.0,0.0
48,398.15,-0.3,2.0,101325.0,101325.0,3534.0,5562.0,0.0
49,398.15,-0.4,2.0,101325.0,101325.0,3534.0,5562.0,0.0
50,398.15,-0.5,2.0,101325.0,101325.0,3534.0,5562.0,0.0
51,398.15,-0.6,2.0,101325.0,101325.0,3534.0,5562.0,0.0
52,398.15,-0.7,2.0,101325.0,101325.0,3534.0,5562.0,0.0
53,398.15,-0.8,2.0,101325.0,101325.0,3534.0,5562.0,0.0
54,298.15,0.0,3.0,101325.0,101325.0,3534.0,5562.0,0.0
55,298.15,-0.1,3.0,101325.0,101325.0,3534.0,5562.0,0.0
56,298.15,-0.2,3.0,101325.0,101325.0,3534.0,5562.0,0.0
57,298.15,-0.3,3.0,101325.0,101325.0,3534.0,5562.0,0.0
58,298.15,-0.4,3.0,101325.0,101325.0,3534.0,5562.0,0.0
59,298.15,-0.5,3.0,101325.0,101325.0,3534.0,5562.0,0.0
60,298.15,-0.6,3.0,101325.0,101325.0,3534.0,5562.0,0.0
61,298.15,-0.7,3.0,101325.0,101325.0,3534.0,5562.0,0.0
62,298.15,-0.8,3.0,101325.0,101325.0,3534.0,5562.0,0.0
63,398.15,0.0,3.0,101325.0,101325.0,3534.0,5562.0,0.0
64,398.15,-0.1,3.0,101325.0,101325.0,3534.0,5562.0,0.0
65,398.15,-0.2,3.0,101325.0,101325.0,3534.0,5562.0,0.0
66,398.15,-0.3,3.0,101325.0,101325.0,3534.0,5562.0,0.0
67,398.15,-0.4,3.0,101325.0,101325.0,3534.0,5562.0,0.0
68,398.15,-0.5,3.0,101325.0,101325.0,3534.0,5562.0,0.0
69,398.15,-0.6,3.0,101325.0,101325.0,3534.0,5562.0,0.0
70,398.15,-0.7,3.0,101325.0,101325.0,3534.0,5562.0,0.0
71,398.15,-0.8,3.0,101325.0,101325.0,3534.0,5562.0,0.0
72,298.15,0.0,4.0,101325.0,101325.0,3534.0,5562.0,0.0
73,298.15,-0.1,4.0,101325.0,101325.0,3534.0,5562.0,0.0
74,298.15,-0.2,4.0,101325.0,101325.0,3534.0,5562.0,0.0
75,298.15,-0.3,4.0,101325.0,101325.0,3534.0,5562.0,0.0
76,298.15,-0.4,4.0,101325.0,101325.0,3534.0,5562.0,0.0
77,298.15,-0.5,4.0,101325.0,101325.0,3534.0,5562.0,0.0
78,298.15,-0.6,4.0,101325.0,101325.0,3534.0,5562.0,0.0
79,298.15,-0.7,4.0,101325.0,101325.0,3534.0,5562.0,0.0
80,298.15,-0.8,4.0,101325.0,101325.0,3534.0,5562.0,0.0
81,398.15,0.0,4.0,101325.0,101325.0,3534.0,5562.0,0.0
82,398.15,-0.1,4.0,101325.0,101325.0,3534.0,5562.0,0.0
83,398.15,-0.2,4.0,101325.0,101325.0,3534.0,5562.0,0.0
84,398.15,-0.3,4.0,101325.0,101325.0,3534.0,5562.0,0.0
85,398.15,-0.4,4.0,101325.0,101325.0,3534.0,5562.0,0.0
86,398.15,-0.5,4.0,101325.0,101325.0,3534.0,5562.0,0.0
87,398.15,-0.6,4.0,101325.0,101325.0,3534.0,5562.0,0.0
88,398.15,-0.7,4.0,101325.0,101325.0,3534.0,5562.0,0.0
89,398.15,-0.8,4.0,101325.0,101325.0,3534.0,5562.0,0.0
90,298.15,0.0,5.0,101325.0,101325.0,3534.0,5562.0,0.0
91,298.15,-0.1,5.0,101325.0,101325.0,3534.0,5562.0,0.0
92,298.15,-0.2,5.0,101325.0,101325.0,3534.0,5562.0,0.0
93,298.15,-0.3,5.0,101325.0,101325.0,3534.0,5562.0,0.0
94,298.15,-0.4,5.0,101325.0,101325.0,3534.0,5562.0,0.0
95,298.15,-0.5,5.0,101325.0,101325.0,3534.0,5562.0,0.0
96,298.15,-0.6,5.0,101325.0,101325.0,3534.0,5562.0,0.0
97,298.15,-0.7,5.0,101325.0,101325.0,3534.0,5562.0,0.0
98,298.15,-0.8,5.0,101325.0,101325.0,3534.0,5562.0,0.0
99,398.15,0.0,5.0,101325.0,101325.0,3534.0,5562.0,0.0
100,398.15,-0.1,5.0,101325.0,101325.0,3534.0,5562.0,0.0
101,398.15,-0.2,5.0,101325.0,101325.0,3534.0,5562.0,0.0
102,398.15,-0.3,5.0,101325.0,101325.0,3534.0,5562.0,0.0
103,398.15,-0.4,5.0,101325.0,101325.0,3534.0,5562.0,0.0
104,398.15,-0.5,5.0,101325.0,101325.0,3534.0,5562.0,0.0
105,398.15,-0.6,5.0,101325.0,101325.0,3534.0,5562.0,0.0
106,398.15,-0.7,5.0,101325.0,101325.0,3534.0,5562.0,0.0
107,398.15,-0.8,5.0,101325.0,101325.0,3534.0,5562.0,0.0
108,298.15,0.0,6.0,101325.0,101325.0,3534.0,5562.0,0.0
109,298.15,-0.1,6.0,101325.0,101325.0,3534.0,5562.0,0.0
110,298.15,-0.2,6.0,101325.0,101325.0,3534.0,5562.0,0.0
111,298.15,-0.3,6.0,101325.0,101325.0,3534.0,5562.0,0.0
112,298.15,-0.4,6.0,101325.0,101325.0,3534.0,5562.0,0.0
113,298.15,-0.5,6.0,101325.0,101325.0,3534.0,5562.0,0.0
114,298.15,-0.6,6.0,101325.0,101325.0,3534.0,5562.0,0.0
115,298.15,-0.7,6.0,101325.0,101325.0,3534.0,5562.0,0.0
116,298.15,-0.8,6.0,101325.0,101325.0,3534.0,5562.0,0.0
117,398.15,0.0,6.0,101325.0,101325.0,3534.0,5562.0,0.0
118,398.15,-0.1,6.0,101325.0,101325.0,3534.0,5562.0,0.0
119,398.15,-0.2,6.0,101325.0,101325.0,3534.0,5562.0,0.0
120,398.15,-0.3,6.0,101325.0,101325.0,3534.0,5562.0,0.0
121,398.15,-0.4,6.0,101325.0,101325.0,3534.0,5562.0,0.0
122,398.15,-0.5,6.0,101325.0,101325.0,3534.0,5562.0,0.0
123,398.15,-0.6,6.0,101325.0,101325.0,3534.0,5562.0,0.0
124,398.15,-0.7,6.0,101325.0,101325.0,3534.0,5562.0,0.0
125,398.15,-0.8,6.0,101325.0,101325.0,3534.0,5562.0,0.0
126,298.15,0.0,7.0,101325.0,101325.0,3534.0,5562.0,0.0
127,298.15,-0.1,7.0,101325.0,101325.0,3534.0,5562.0,0.0
128,298.15,-0.2,7.0,101325.0,101325.0,3534.0,5562.0,0.0
129,298.15,-0.3,7.0,101325.0,101325.0,3534.0,5562.0,0.0
130,298.15,-0.4,7.0,101325.0,101325.0,3534.0,5562.0,0.0
131,298.15,-0.5,7.0,101325.0,101325.0,3534.0,5562.0,0.0
132,298.15,-0.6,7.0,101325.0,101325.0,3534.0,5562.0,0.0
133,298.15,-0.7,7.0,101325.0,101325.0,3534.0,5562.0,0.0
134,298.15,-0.8,7.0,101325.0,101325.0,3534.0,5562.0,0.0
135,398.15,0.0,7.0,101325.0,101325.0,3534.0,5562.0,0.0
136,398.15,-0.1,7.0,101325.0,101325.0,3534.0,5562.0,0.0
137,398.15,-0.2,7.0,101325.0,101325.0,3534.0,5562.0,0.0
138,398.15,-0.3,7.0,101325.0,101325.0,3534.0,5562.0,0.0
139,398.15,-0.4,7.0,101325.0,101325.0,3534.0,5562.0,0.0
140,398.15,-0.5,7.0,101325.0,101325.0,3534.0,5562.0,0.0
141,398.15,-0.6,7.0,101325.0,101325.0,3534.0,5562.0,0.0
142,398.15,-0.7,7.0,101325.0,101325.0,3534.0,5562.0,0.0
143,398.15,-0.8,7.0,101325.0,101325.0,3534.0,5562.0,0.0
144,298.15,0.0,8.0,101325.0,101325.0,3534.0,5562.0,0.0
145,298.15,-0.1,8.0,101325.0,101325.0,3534.0,5562.0,0.0
146,298.15,-0.2,8.0,101325.0,101325.0,3534.0,5562.0,0.0
147,298.15,-0.3,8.0,101325.0,101325.0,3534.0,5562.0,0.0
148,298.15,-0.4,8.0,101325.0,101325.0,3534.0,5562.0,0.0
149,298.15,-0.5,8.0,101325.0,101325.0,3534.0,5562.0,0.0
150,298.15,-0.6,8.0,101325.0,101325.0,3534.0,5562.0,0.0
151,298.15,-0.7,8.0,101325.0,101325.0,3534.0,5562.0,0.0
152,298.15,-0.8,8.0,101325.0,101325.0,3534.0,5562.0,0.0
153,398.15,0.0,8.0,101325.0,101325.0,3534.0,5562.0,0.0
154,398.15,-0.1,8.0,101325.0,101325.0,3534.0,5562.0,0.0
155,398.15,-0.2,8.0,101325.0,101325.0,3534.0,5562.0,0.0
156,398.15,-0.3,8.0,101325.0,101325.0,3534.0,5562.0,0.0
157,398.15,-0.4,8.0,101325.0,101325.0,3534.0,5562.0,0.0
158,398.15,-0.5,8.0,101325.0,101325.0,3534.0,5562.0,0.0
159,398.15,-0.6,8.0,101325.0,101325.0,3534.0,5562.0,0.0
160,398.15,-0.7,8.0,101325.0,101325.0,3534.0,5562.0,0.0
161,398.15,-0.8,8.0,101325.0,101325.0,3534.0,5562.0,0.0
162,298.15,0.0,9.0,101325.0,101325.0,3534.0,5562.0,0.0
163,298.15,-0.1,9.0,101325.0,101325.0,3534.0,5562.0,0.0
164,298.15,-0.2,9.0,101325.0,101325.0,3534.0,5562.0,0.0
165,298.15,-0.3,9.0,101325.0,101325.0,3534.0,5562.0,0.0
166,298.15,-0.4,9.0,101325.0,101325.0,3534.0,5562.0,0.0
167,298.15,-0.5,9.0,101325.0,101325.0,3534.0,5562.0,0.0
168,298.15,-0.6,9.0,101325.0,101325.0,3534.0,5562.0,0.0
169,298.15,-0.7,9.0,101325.0,101325.0,3534.0,5562.0,0.0
170,298.15,-0.8,9.0,101325.0,101325.0,3534.0,5562.0,0.0
171,398.15,0.0,9.0,101325.0,101325.0,3534.0,5562.0,0.0
172,398.15,-0.1,9.0,101325.0,101325.0,3534.0,5562.0,0.0
173,398.15,-0.2,9.0,101325.0,101325.0,3534.0,5562.0,0.0
174,398.15,-0.3,9.0,101325.0,101325.0,3534.0,5562.0,0.0
175,398.15,-0.4,9.0,101325.0,101325.0,3534.0,5562.0,0.0
176,398.15,-0.5,9.0,101325.0,101325.0,3534.0,5562.0,0.0
177,398.15,-0.6,9.0,101325.0,101325.0,3534.0,5562.0,0.0
178,398.15,-0.7,9.0,101325.0,101325.0,3534.0,5562.0,0.0
179,398.15,-0.8,9.0,101325.0,101325.0,3534.0,5562.0,0.0
180,298.15,0.0,10.0,101325.0,101325.0,3534.0,5562.0,0.0
181,298.15,-0.1,10.0,101325.0,101325.0,3534.0,5562.0,0.0
182,298.15,-0.2,10.0,101325.0,101325.0,3534.0,5562.0,0.0
183,298.15,-0.3,10.0,101325.0,101325.0,3534.0,5562.0,0.0
184,298.15,-0.4,10.0,101325.0,101325.0,3534.0,5562.0,0.0
185,298.15,-0.5,10.0,101325.0,101325.0,3534.0,5562.0,0.0
186,298.15,-0.6,10.0,101325.0,101325.0,3534.0,5562.0,0.0
187,298.15,-0.7,10.0,101325.0,101325.0,3534.0,5562.0,0.0
188,298.15,-0.8,10.0,101325.0,101325.0,3534.0,5562.0,0.0
189,398.15,0.0,10.0,101325.0,101325.0,3534.0,5562.0,0.0
190,398.15,-0.1,10.0,101325.0,101325.0,3534.0,5562.0,0.0
191,398.15,-0.2,10.0,101325.0,101325.0,3534.0,5562.0,0.0
192,398.15,-0.3,10.0,101325.0,101325.0,3534.0,5562.0,0.0
193,398.15,-0.4,10.0,101325.0,101325.0,3534.0,5562.0,0.0
194,398.15,-0.5,10.0,101325.0,101325.0,3534.0,5562.0,0.0
195,398.15,-0.6,10.0,101325.0,101325.0,3534.0,5562.0,0.0
196,398.15,-0.7,10.0,101325.0,101325.0,3534.0,5562.0,0.0
197,398.15,-0.8,10.0,101325.0,101325.0,3534.0,5562.0,0.0
198,298.15,0.0,11.0,101325.0,101325.0,3534.0,5562.0,0.0
199,298.15,-0.1,11.0,101325.0,101325.0,3534.0,5562.0,0.0
200,298.15,-0.2,11.0,101325.0,101325.0,3534.0,5562.0,0.0
201,298.15,-0.3,11.0,101325.0,101325.0,3534.0,5562.0,0.0
202,298.15,-0.4,11.0,101325.0,101325.0,3534.0,5562.0,0.0
203,298.15,-0.5,11.0,101325.0,101325.0,3534.0,5562.0,0.0
204,298.15,-0.6,11.0,101325.0,101325.0,3534.0,5562.0,0.0
205,298.15,-0.7,11.0,101325.0,101325.0,3534.0,5562.0,0.0
206,298.15,-0.8,11.0,101325.0,101325.0,3534.0,5562.0,0.0
207,398.15,0.0,11.0,101325.0,101325.0,3534.0,5562.0,0.0
208,398.15,-0.1,11.0,101325.0,101325.0,3534.0,5562.0,0.0
209,398.15,-0.2,11.0,101325.0,101325.0,3534.0,5562.0,0.0
210,398.15,-0.3,11.0,101325.0,101325.0,3534.0,5562.0,0.0
211,398.15,-0.4,11.0,101325.0,101325.0,3534.0,5562.0,0.0
212,398.15,-0.5,11.0,101325.0,101325.0,3534.0,5562.0,0.0
213,398.15,-0.6,11.0,101325.0,101325.0,3534.0,5562.0,0.0
214,398.15,-0.7,11.0,101325.0,101325.0,3534.0,5562.0,0.0
215,398.15,-0.8,11.0,101325.0,101325.0,3534.0,5562.0,0.0
216,298.15,0.0,12.0,101325.0,101325.0,3534.0,5562.0,0.0
217,298.15,-0.1,12.0,101325.0,101325.0,3534.0,5562.0,0.0
218,298.15,-0.2,12.0,101325.0,101325.0,3534.0,5562.0,0.0
219,298.15,-0.3,12.0,101325.0,101325.0,3534.0,5562.0,0.0
220,298.15,-0.4,12.0,101325.0,101325.0,3534.0,5562.0,0.0
221,298.15,-0.5,12.0,101325.0,101325.0,3534.0,5562.0,0.0
222,298.15,-0.6,12.0,101325.0,101325.0,3534.0,5562.0,0.0
223,298.15,-0.7,12.0,101325.0,101325.0,3534.0,5562.0,0.0
224,298.15,-0.8,12.0,101325.0,101325.0,3534.0,5562.0,0.0
225,398.15,0.0,12.0,101325.0,101325.0,3534.0,5562.0,0.0
226,398.15,-0.1,12.0,101325.0,101325.0,3534.0,5562.0,0.0
227,398.15,-0.2,12.0,101325.0,101325.0,3534.0,5562.0,0.0
228,398.15,-0.3,12.0,101325.0,101325.0,3534.0,5562.0,0.0
229,398.15,-0.4,12.0,101325.0,101325.0,3534.0,5562.0,0.0
230,398.15,-0.5,12.0,101325.0,101325.0,3534.0,5562.0,0.0
231,398.15,-0.6,12.0,101325.0,101325.0,3534.0,5562.0,0.0
232,398.15,-0.7,12.0,101325.0,101325.0,3534.0,5562.0,0.0
233,398.15,-0.8,12.0,101325.0,101325.0,3534.0,5562.0,0.0
234,298.15,0.0,13.0,101325.0,101325.0,3534.0,5562.0,0.0
235,298.15,-0.1,13.0,101325.0,101325.0,3534.0,5562.0,0.0
236,298.15,-0.2,13.0,101325.0,101325.0,3534.0,5562.0,0.0
237,298.15,-0.3,13.0,101325.0,101325.0,3534.0,5562.0,0.0
238,298.15,-0.4,13.0,101325.0,101325.0,3534.0,5562.0,0.0
239,298.15,-0.5,13.0,101325.0,101325.0,3534.0,5562.0,0.0
240,298.15,-0.6,13.0,101325.0,101325.0,3534.0,5562.0,0.0
241,298.15,-0.7,13.0,101325.0,101325.0,3534.0,5562.0,0.0
242,298.15,-0.8,13.0,101325.0,101325.0,3534.0,5562.0,0.0
243,398.15,0.0,13.0,101325.0,101325.0,3534.0,5562.0,0.0
244,398.15,-0.1,13.0,101325.0,101325.0,3534.0,5562.0,0.0
245,398.15,-0.2,13.0,101325.0,101325.0,3534.0,5562.0,0.0
246,398.15,-0.3,13.0,101325.0,101325.0,3534.0,5562.0,0.0
247,398.15,-0.4,13.0,101325.0,101325.0,3534.0,5562.0,0.0
248,398.15,-0.5,13.0,101325.0,101325.0,3534.0,5562.0,0.0
249,398.15,-0.6,13.0,101325.0,101325.0,3534.0,5562.0,0.0
250,398.15,-0.7,13.0,101325.0,101325.0,3534.0,5562.0,0.0
251,398.15,-0.8,13.0,101325.0,101325.0,3534.0,5562.0,0.0
252,298.15,0.0,14.0,101325.0,101325.0,3534.0,5562.0,0.0
253,298.15,-0.1,14.0,101325.0,101325.0,3534.0,5562.0,0.0
254,298.15,-0.2,14.0,101325.0,101325.0,3534.0,5562.0,0.0
255,298.15,-0.3,14.0,101325.0,101325.0,3534.0,5562.0,0.0
256,298.15,-0.4,14.0,101325.0,101325.0,3534.0,5562.0,0.0
257,298.15,-0.5,14.0,101325.0,101325.0,3534.0,5562.0,0.0
258,298.15,-0.6,14.0,101325.0,101325.0,3534.0,5562.0,0.0
259,298.15,-0.7,14.0,101325.0,101325.0,3534.0,5562.0,0.0
260,298.15,-0.8,14.0,101325.0,101325.0,3534.0,5562.0,0.0
261,398.15,0.0,14.0,101325.0,101325.0,3534.0,5562.0,0.0
262,398.15,-0.1,14.0,101325.0,101325.0,3534.0,5562.0,0.0
263,398.15,-0.2,14.0,101325.0,101325.0,3534.0,5562.0,0.0
264,398.15,-0.3,14.0,101325.0,101325.0,3534.0,5562.0,0.0
265,398.15,-0.4,14.0,101325.0,101325.0,3534.0,5562.0,0.0
266,398.15,-0.5,14.0,101325.0,101325.0,3534.0,5562.0,0.0
267,398.15,-0.6,14.0,101325.0,101325.0,3534.0,5562.0,0.0
268,398.15,-0.7,14.0,101325.0,101325.0,3534.0,5562.0,0.0
269,398.15,-0.8,14.0,101325.0,101325.0,3534.0,5562.0,0.0
270,298.15,0.0,0.0,101325.0,101325.0,3534.0,5562.0,1.0
271,298.15,-0.1,0.0,101325.0,101325.0,3534.0,5562.0,1.0
272,298.15,-0.2,0.0,101325.0,101325.0,3534.0,5562.0,1.0
273,298.15,-0.3,0.0,101325.0,101325.0,3534.0,5562.0,1.0
274,298.15,-0.4,0.0,101325.0,101325.0,3534.0,5562.0,1.0
275,298.15,-0.5,0.0,101325.0,101325.0,3534.0,5562.0,1.0
276,298.15,-0.6,0.0,101325.0,101325.0,3534.0,5562.0,1.0
277,298.15,-0.7,0.0,101325.0,101325.0,3534.0,5562.0,1.0
278,298.15,-0.8,0.0,101325.0,101325.0,3534.0,5562.0,1.0
279,398.15,0.0,0.0,101325.0,101325.0,3534.0,5562.0,1.0
280,398.15,-0.1,0.0,101325.0,101325.0,3534.0,5562.0,1.0
281,398.15,-0.2,0.0,101325.0,101325.0,3534.0,5562.0,1.0
282,398.15,-0.3,0.0,101325.0,101325.0,3534.0,5562.0,1.0
283,398.15,-0.4,0.0,101325.0,101325.0,3534.0,5562.0,1.0
284,398.15,-0.5,0.0,101325.0,101325.0,3534.0,5562.0,1.0
285,398.15,-0.6,0.0,101325.0,101325.0,3534.0,5562.0,1.0
286,398.15,-0.7,0.0,101325.0,101325.0,3534.0,5562.0,1.0
287,398.15,-0.8,0.0,101325.0,101325.0,3534.0,5562.0,1.0
288,298.15,0.0,1.0,101325.0,101325.0,3534.0,5562.0,1.0
289,298.15,-0.1,1.0,101325.0,101325.0,3534.0,5562.0,1.0
290,298.15,-0.2,1.0,101325.0,101325.0,3534.0,5562.0,1.0
291,298.15,-0.3,1.0,101325.0,101325.0,3534.0,5562.0,1.0
292,298.15,-0.4,1.0,101325.0,101325.0,3534.0,5562.0,1.0
293,298.15,-0.5,1.0,101325.0,101325.0,3534.0,5562.0,1.0
294,298.15,-0.6,1.0,101325.0,101325.0,3534.0,5562.0,1.0
295,298.15,-0.7,1.0,101325.0,101325.0,3534.0,5562.0,1.0
296,298.15,-0.8,1.0,101325.0,101325.0,3534.0,5562.0,1.0
297,398.15,0.0,1.0,101325.0,101325.0,3534.0,5562.0,1.0
298,398.15,-0.1,1.0,101325.0,101325.0,3534.0,5562.0,1.0
299,398.15,-0.2,1.0,101325.0,101325.0,3534.0,5562.0,1.0
300,398.15,-0.3,1.0,101325.0,101325.0,3534.0,5562.0,1.0
301,398.15,-0.4,1.0,101325.0,101325.0,3534.0,5562.0,1.0
302,398.15,-0.5,1.0,101325.0,101325.0,3534.0,5562.0,1.0
303,398.15,-0.6,1.0,101325.0,101325.0,3534.0,5562.0,1.0
304,398.15,-0.7,1.0,101325.0,101325.0,3534.0,5562.0,1.0
305,398.15,-0.8,1.0,101325.0,101325.0,3534.0,5562.0,1.0
306,298.15,0.0,2.0,101325.0,101325.0,3534.0,5562.0,1.0
307,298.15,-0.1,2.0,101325.0,101325.0,3534.0,5562.0,1.0
308,298.15,-0.2,2.0,101325.0,101325.0,3534.0,5562.0,1.0
309,298.15,-0.3,2.0,101325.0,101325.0,3534.0,5562.0,1.0
310,298.15,-0.4,2.0,101325.0,101325.0,3534.0,5562.0,1.0
311,298.15,-0.5,2.0,101325.0,101325.0,3534.0,5562.0,1.0
312,298.15,-0.6,2.0,101325.0,101325.0,3534.0,5562.0,1.0
313,298.15,-0.7,2.0,101325.0,101325.0,3534.0,5562.0,1.0
314,298.15,-0.8,2.0,101325.0,101325.0,3534.0,5562.0,1.0
315,398.15,0.0,2.0,101325.0,101325.0,3534.0,5562.0,1.0
316,398.15,-0.1,2.0,101325.0,101325.0,3534.0,5562.0,1.0
317,398.15,-0.2,2.0,101325.0,101325.0,3534.0,5562.0,1.0
318,398.15,-0.3,2.0,101325.0,101325.0,3534.0,5562.0,1.0
319,398.15,-0.4,2.0,101325.0,101325.0,3534.0,5562.0,1.0
320,398.15,-0.5,2.0,101325.0,101325.0,3534.0,5562.0,1.0
321,398.15,-0.6,2.0,101325.0,101325.0,3534.0,5562.0,1.0
322,398.15,-0.7,2.0,101325.0,101325.0,3534.0,5562.0,1.0
323,398.15,-0.8,2.0,101325.0,101325.0,3534.0,5562.0,1.0
324,298.15,0.0,3.0,101325.0,101325.0,3534.0,5562.0,1.0
325,298.15,-0.1,3.0,101325.0,101325.0,3534.0,5562.0,1.0
326,298.15,-0.2,3.0,101325.0,101325.0,3534.0,5562.0,1.0
327,298.15,-0.3,3.0,101325.0,101325.0,3534.0,5562.0,1.0
328,298.15,-0.4,3.0,101325.0,101325.0,3534.0,5562.0,1.0
329,298.15,-0.5,3.0,101325.0,101325.0,3534.0,5562.0,1.0
330,298.15,-0.6,3.0,101325.0,101325.0,3534.0,5562.0,1.0
331,298.15,-0.7,3.0,101325.0,101325.0,3534.0,5562.0,1.0
332,298.15,-0.8,3.0,101325.0,101325.0,3534.0,5562.0,1.0
333,398.15,0.0,3.0,101325.0,101325.0,3534.0,5562.0,1.0
334,398.15,-0.1,3.0,101325.0,101325.0,3534.0,5562.0,1.0
335,398.15,-0.2,3.0,101325.0,101325.0,3534.0,5562.0,1.0
336,398.15,-0.3,3.0,101325.0,101325.0,3534.0,5562.0,1.0
337,398.15,-0.4,3.0,101325.0,101325.0,3534.0,5562.0,1.0
338,398.15,-0.5,3.0,101325.0,101325.0,3534.0,5562.0,1.0
339,398.15,-0.6,3.0,101325.0,101325.0,3534.0,5562.0,1.0
