,T,U,pH,P_H2,P_CO2,P_H2O,P_CO,kappa
1017,398.15,0.0,11.0,101325.0,101325.0,3534.0,5562.0,3.0
1018,398.15,-0.1,11.0,101325.0,101325.0,3534.0,5562.0,3.0
1019,398.15,-0.2,11.0,101325.0,101325.0,3534.0,5562.0,3.0
1020,398.15,-0.3,11.0,101325.0,101325.0,3534.0,5562.0,3.0
1021,398.15,-0.4,11.0,101325.0,101325.0,3534.0,5562.0,3.0
1022,398.15,-0.5,11.0,101325.0,101325.0,3534.0,5562.0,3.0
1023,398.15,-0.6,11.0,101325.0,101325.0,3534.0,5562.0,3.0
1024,398.15,-0.7,11.0,101325.0,101325.0,3534.0,5562.0,3.0
1025,398.15,-0.8,11.0,101325.0,101325.0,3534.0,5562.0,3.0
1026,298.15,0.0,12.0,101325.0,101325.0,3534.0,5562.0,3.0
1027,298.15,-0.1,12.0,101325.0,101325.0,3534.0,5562.0,3.0
1028,298.15,-0.2,12.0,101325.0,101325.0,3534.0,5562.0,3.0
1029,298.15,-0.3,12.0,101325.0,101325.0,3534.0,5562.0,3.0
1030,298.15,-0.4,12.0,101325.0,101325.0,3534.0,5562.0,3.0
1031,298.15,-0.5,12.0,101325.0,101325.0,3534.0,5562.0,3.0
1032,298.15,-0.6,12.0,101325.0,101325.0,3534.0,5562.0,3.0
1033,298.15,-0.7,12.0,101325.0,101325.0,3534.0,5562.0,3.0
1034,298.15,-0.8,12.0,101325.0,101325.0,3534.0,5562.0,3.0
1035,398.15,0.0,12.0,101325.0,101325.0,3534.0,5562.0,3.0
1036,398.15,-0.1,12.0,101325.0,101325.0,3534.0,5562.0,3.0
1037,398.15,-0.2,12.0,101325.0,101325.0,3534.0,5562.0,3.0
1038,398.15,-0.3,12.0,101325.0,101325.0,3534.0,5562.0,3.0
1039,398.15,-0.4,12.0,101325.0,101325.0,3534.0,5562.0,3.0
1040,398.15,-0.5,12.0,101325.0,101325.0,3534.0,5562.0,3.0
1041,398.15,-0.6,12.0,101325.0,101325.0,3534.0,5562.0,3.0
1042,398.15,-0.7,12.0,101325.0,101325.0,3534.0,5562.0,3.0
1043,398.15,-0.8,12.0,101325.0,101325.0,3534.0,5562.0,3.0
1044,298.15,0.0,13.0,101325.0,101325.0,3534.0,5562.0,3.0
1045,298.15,-0.1,13.0,101325.0,101325.0,3534.0,5562.0,3.0
1046,298.15,-0.2,13.0,101325.0,101325.0,3534.0,5562.0,3.0
1047,298.15,-0.3,13.0,101325.0,101325.0,3534.0,5562.0,3.0
1048,298.15,-0.4,13.0,101325.0,101325.0,3534.0,5562.0,3.0
1049,298.15,-0.5,13.0,101325.0,101325.0,3534.0,5562.0,3.0
1050,298.15,-0.6,13.0,101325.0,101325.0,3534.0,5562.0,3.0
1051,298.15,-0.7,13.0,101325.0,101325.0,3534.0,5562.0,3.0
1052,298.15,-0.8,13.0,101325.0,101325.0,3534.0,5562.0,3.0
1053,398.15,0.0,13.0,101325.0,101325.0,3534.0,5562.0,3.0
1054,398.15,-0.1,13.0,101325.0,101325.0,3534.0,5562.0,3.0
1055,398.15,-0.2,13.0,101325.0,101325.0,3534.0,5562.0,3.0
1056,398.15,-0.3,13.0,101325.0,101325.0,3534.0,5562.0,3.0
1057,398.15,-0.4,13.0,101325.0,101325.0,3534.0,5562.0,3.0
1058,398.15,-0.5,13.0,101325.0,101325.0,3534.0,5562.0,3.0
1059,398.15,-0.6,13.0,101325.0,101325.0,3534.0,5562.0,3.0
1060,398.15,-0.7,13.0,101325.0,101325.0,3534.0,5562.0,3.0
1061,398.15,-0.8,13.0,101325.0,101325.0,3534.0,5562.0,3.0
1062,298.15,0.0,14.0,101325.0,101325.0,3534.0,5562.0,3.0
1063,298.15,-0.1,14.0,101325.0,101325.0,3534.0,5562.0,3.0
1064,298.15,-0.2,14.0,101325.0,101325.0,3534.0,5562.0,3.0
1065,298.15,-0.3,14.0,101325.0,101325.0,3534.0,5562.0,3.0
1066,298.15,-0.4,14.0,101325.0,101325.0,3534.0,5562.0,3.0
1067,298.15,-0.5,14.0,101325.0,101325.0,3534.0,5562.0,3.0
1068,298.15,-0.6,14.0,101325.0,101325.0,3534.0,5562.0,3.0
1069,298.15,-0.7,14.0,101325.0,101325.0,3534.0,5562.0,3.0
1070,298.15,-0.8,14.0,101325.0,101325.0,3534.0,5562.0,3.0
1071,398.15,0.0,14.0,101325.0,101325.0,3534.0,5562.0,3.0
1072,398.15,-0.1,14.0,101325.0,101325.0,3534.0,5562.0,3.0
1073,398.15,-0.2,14.0,101325.0,101325.0,3534.0,5562.0,3.0
1074,398.15,-0.3,14.0,101325.0,101325.0,3534.0,5562.0,3.0
1075,398.15,-0.4,14.0,101325.0,101325.0,3534.0,5562.0,3.0
1076,398.15,-0.5,14.0,101325.0,101325.0,3534.0,5562.0,3.0
1077,398.15,-0.6,14.0,101325.0,101325.0,3534.0,5562.0,3.0
1078,398.15,-0.7,14.0,101325.0,101325.0,3534.0,5562.0,3.0
1079,398.15,-0.8,14.0,101325.0,101325.0,3534.0,5562.0,3.0
1080,298.15,0.0,0.0,101325.0,101325.0,3534.0,5562.0,4.0
1081,298.15,-0.1,0.0,101325.0,101325.0,3534.0,5562.0,4.0
1082,298.15,-0.2,0.0,101325.0,101325.0,3534.0,5562.0,4.0
1083,298.15,-0.3,0.0,101325.0,101325.0,3534.0,5562.0,4.0
1084,298.15,-0.4,0.0,101325.0,101325.0,3534.0,5562.0,4.0
1085,298.15,-0.5,0.0,101325.0,101325.0,3534.0,5562.0,4.0
1086,298.15,-0.6,0.0,101325.0,101325.0,3534.0,5562.0,4.0
1087,298.15,-0.7,0.0,101325.0,101325.0,3534.0,5562.0,4.0
1088,298.15,-0.8,0.0,101325.0,101325.0,3534.0,5562.0,4.0
1089,398.15,0.0,0.0,101325.0,101325.0,3534.0,5562.0,4.0
1090,398.15,-0.1,0.0,101325.0,101325.0,3534.0,5562.0,4.0
1091,398.15,-0.2,0.0,101325.0,101325.0,3534.0,5562.0,4.0
1092,398.15,-0.3,0.0,101325.0,101325.0,3534.0,5562.0,4.0
1093,398.15,-0.4,0.0,101325.0,101325.0,3534.0,5562.0,4.0
1094,398.15,-0.5,0.0,101325.0,101325.0,3534.0,5562.0,4.0
1095,398.15,-0.6,0.0,101325.0,101325.0,3534.0,5562.0,4.0
1096,398.15,-0.7,0.0,101325.0,101325.0,3534.0,5562.0,4.0
1097,398.15,-0.8,0.0,101325.0,101325.0,3534.0,5562.0,4.0
1098,298.15,0.0,1.0,101325.0,101325.0,3534.0,5562.0,4.0
1099,298.15,-0.1,1.0,101325.0,101325.0,3534.0,5562.0,4.0
1100,298.15,-0.2,1.0,101325.0,101325.0,3534.0,5562.0,4.0
1101,298.15,-0.3,1.0,101325.0,101325.0,3534.0,5562.0,4.0
1102,298.15,-0.4,1.0,101325.0,101325.0,3534.0,5562.0,4.0
1103,298.15,-0.5,1.0,101325.0,101325.0,3534.0,5562.0,4.0
1104,298.15,-0.6,1.0,101325.0,101325.0,3534.0,5562.0,4.0
1105,298.15,-0.7,1.0,101325.0,101325.0,3534.0,5562.0,4.0
1106,298.15,-0.8,1.0,101325.0,101325.0,3534.0,5562.0,4.0
1107,398.15,0.0,1.0,101325.0,101325.0,3534.0,5562.0,4.0
1108,398.15,-0.1,1.0,101325.0,101325.0,3534.0,5562.0,4.0
1109,398.15,-0.2,1.0,101325.0,101325.0,3534.0,5562.0,4.0
1110,398.15,-0.3,1.0,101325.0,101325.0,3534.0,5562.0,4.0
1111,398.15,-0.4,1.0,101325.0,101325.0,3534.0,5562.0,4.0
1112,398.15,-0.5,1.0,101325.0,101325.0,3534.0,5562.0,4.0
1113,398.15,-0.6,1.0,101325.0,101325.0,3534.0,5562.0,4.0
1114,398.15,-0.7,1.0,101325.0,101325.0,3534.0,5562.0,4.0
1115,398.15,-0.8,1.0,101325.0,101325.0,3534.0,5562.0,4.0
1116,298.15,0.0,2.0,101325.0,101325.0,3534.0,5562.0,4.0
1117,298.15,-0.1,2.0,101325.0,101325.0,3534.0,5562.0,4.0
1118,298.15,-0.2,2.0,101325.0,101325.0,3534.0,5562.0,4.0
1119,298.15,-0.3,2.0,101325.0,101325.0,3534.0,5562.0,4.0
1120,298.15,-0.4,2.0,101325.0,101325.0,3534.0,5562.0,4.0
1121,298.15,-0.5,2.0,101325.0,101325.0,3534.0,5562.0,4.0
1122,298.15,-0.6,2.0,101325.0,101325.0,3534.0,5562.0,4.0
1123,298.15,-0.7,2.0,101325.0,101325.0,3534.0,5562.0,4.0
1124,298.15,-0.8,2.0,101325.0,101325.0,3534.0,5562.0,4.0
1125,398.15,0.0,2.0,101325.0,101325.0,3534.0,5562.0,4.0
1126,398.15,-0.1,2.0,101325.0,101325.0,3534.0,5562.0,4.0
1127,398.15,-0.2,2.0,101325.0,101325.0,3534.0,5562.0,4.0
1128,398.15,-0.3,2.0,101325.0,101325.0,3534.0,5562.0,4.0
1129,398.15,-0.4,2.0,101325.0,101325.0,3534.0,5562.0,4.0
1130,398.15,-0.5,2.0,101325.0,101325.0,3534.0,5562.0,4.0
1131,398.15,-0.6,2.0,101325.0,101325.0,3534.0,5562.0,4.0
1132,398.15,-0.7,2.0,101325.0,101325.0,3534.0,5562.0,4.0
1133,398.15,-0.8,2.0,101325.0,101325.0,3534.0,5562.0,4.0
1134,298.15,0.0,3.0,101325.0,101325.0,3534.0,5562.0,4.0
1135,298.15,-0.1,3.0,101325.0,101325.0,3534.0,5562.0,4.0
1136,298.15,-0.2,3.0,101325.0,101325.0,3534.0,5562.0,4.0
1137,298.15,-0.3,3.0,101325.0,101325.0,3534.0,5562.0,4.0
1138,298.15,-0.4,3.0,101325.0,101325.0,3534.0,5562.0,4.0
1139,298.15,-0.5,3.0,101325.0,101325.0,3534.0,5562.0,4.0
1140,298.15,-0.6,3.0,101325.0,101325.0,3534.0,5562.0,4.0
1141,298.15,-0.7,3.0,101325.0,101325.0,3534.0,5562.0,4.0
1142,298.15,-0.8,3.0,101325.0,101325.0,3534.0,5562.0,4.0
1143,398.15,0.0,3.0,101325.0,101325.0,3534.0,5562.0,4.0
1144,398.15,-0.1,3.0,101325.0,101325.0,3534.0,5562.0,4.0
1145,398.15,-0.2,3.0,101325.0,101325.0,3534.0,5562.0,4.0
1146,398.15,-0.3,3.0,101325.0,101325.0,3534.0,5562.0,4.0
1147,398.15,-0.4,3.0,101325.0,101325.0,3534.0,5562.0,4.0
1148,398.15,-0.5,3.0,101325.0,101325.0,3534.0,5562.0,4.0
1149,398.15,-0.6,3.0,101325.0,101325.0,3534.0,5562.0,4.0
1150,398.15,-0.7,3.0,101325.0,101325.0,3534.0,5562.0,4.0
1151,398.15,-0.8,3.0,101325.0,101325.0,3534.0,5562.0,4.0
1152,298.15,0.0,4.0,101325.0,101325.0,3534.0,5562.0,4.0
1153,298.15,-0.1,4.0,101325.0,101325.0,3534.0,5562.0,4.0
1154,298.15,-0.2,4.0,101325.0,101325.0,3534.0,5562.0,4.0
1155,298.15,-0.3,4.0,101325.0,101325.0,3534.0,5562.0,4.0
1156,298.15,-0.4,4.0,101325.0,101325.0,3534.0,5562.0,4.0
1157,298.15,-0.5,4.0,101325.0,101325.0,3534.0,5562.0,4.0
1158,298.15,-0.6,4.0,101325.0,101325.0,3534.0,5562.0,4.0
1159,298.15,-0.7,4.0,101325.0,101325.0,3534.0,5562.0,4.0
1160,298.15,-0.8,4.0,101325.0,101325.0,3534.0,5562.0,4.0
1161,398.15,0.0,4.0,101325.0,101325.0,3534.0,5562.0,4.0
1162,398.15,-0.1,4.0,101325.0,101325.0,3534.0,5562.0,4.0
1163,398.15,-0.2,4.0,101325.0,101325.0,3534.0,5562.0,4.0
1164,398.15,-0.3,4.0,101325.0,101325.0,3534.0,5562.0,4.0
1165,398.15,-0.4,4.0,101325.0,101325.0,3534.0,5562.0,4.0
1166,398.15,-0.5,4.0,101325.0,101325.0,3534.0,5562.0,4.0
1167,398.15,-0.6,4.0,101325.0,101325.0,3534.0,5562.0,4.0
1168,398.15,-0.7,4.0,101325.0,101325.0,3534.0,5562.0,4.0
1169,398.15,-0.8,4.0,101325.0,101325.0,3534.0,5562.0,4.0
1170,298.15,0.0,5.0,101325.0,101325.0,3534.0,5562.0,4.0
1171,298.15,-0.1,5.0,101325.0,101325.0,3534.0,5562.0,4.0
1172,298.15,-0.2,5.0,101325.0,101325.0,3534.0,5562.0,4.0
1173,298.15,-0.3,5.0,101325.0,101325.0,3534.0,5562.0,4.0
1174,298.15,-0.4,5.0,101325.0,101325.0,3534.0,5562.0,4.0
1175,298.15,-0.5,5.0,101325.0,101325.0,3534.0,5562.0,4.0
1176,298.15,-0.6,5.0,101325.0,101325.0,3534.0,5562.0,4.0
1177,298.15,-0.7,5.0,101325.0,101325.0,3534.0,5562.0,4.0
1178,298.15,-0.8,5.0,101325.0,101325.0,3534.0,5562.0,4.0
1179,398.15,0.0,5.0,101325.0,101325.0,3534.0,5562.0,4.0
1180,398.15,-0.1,5.0,101325.0,101325.0,3534.0,5562.0,4.0
1181,398.15,-0.2,5.0,101325.0,101325.0,3534.0,5562.0,4.0
1182,398.15,-0.3,5.0,101325.0,101325.0,3534.0,5562.0,4.0
1183,398.15,-0.4,5.0,101325.0,101325.0,3534.0,5562.0,4.0
1184,398.15,-0.5,5.0,101325.0,101325.0,3534.0,5562.0,4.0
1185,398.15,-0.6,5.0,101325.0,101325.0,3534.0,5562.0,4.0
1186,398.15,-0.7,5.0,101325.0,101325.0,3534.0,5562.0,4.0
1187,398.15,-0.8,5.0,101325.0,101325.0,3534.0,5562.0,4.0
1188,298.15,0.0,6.0,101325.0,101325.0,3534.0,5562.0,4.0
1189,298.15,-0.1,6.0,101325.0,101325.0,3534.0,5562.0,4.0
1190,298.15,-0.2,6.0,101325.0,101325.0,3534.0,5562.0,4.0
1191,298.15,-0.3,6.0,101325.0,101325.0,3534.0,5562.0,4.0
1192,298.15,-0.4,6.0,101325.0,101325.0,3534.0,5562.0,4.0
1193,298.15,-0.5,6.0,101325.0,101325.0,3534.0,5562.0,4.0
1194,298.15,-0.6,6.0,101325.0,101325.0,3534.0,5562.0,4.0
1195,298.15,-0.7,6.0,101325.0,101325.0,3534.0,5562.0,4.0
1196,298.15,-0.8,6.0,101325.0,101325.0,3534.0,5562.0,4.0
1197,398.15,0.0,6.0,101325.0,101325.0,3534.0,5562.0,4.0
1198,398.15,-0.1,6.0,101325.0,101325.0,3534.0,5562.0,4.0
1199,398.15,-0.2,6.0,101325.0,101325.0,3534.0,5562.0,4.0
1200,398.15,-0.3,6.0,101325.0,101325.0,3534.0,5562.0,4.0
1201,398.15,-0.4,6.0,101325.0,101325.0,3534.0,5562.0,4.0
1202,398.15,-0.5,6.0,101325.0,101325.0,3534.0,5562.0,4.0
1203,398.15,-0.6,6.0,101325.0,101325.0,3534.0,5562.0,4.0
1204,398.15,-0.7,6.0,101325.0,101325.0,3534.0,5562.0,4.0
1205,398.15,-0.8,6.0,101325.0,101325.0,3534.0,5562.0,4.0
1206,298.15,0.0,7.0,101325.0,101325.0,3534.0,5562.0,4.0
1207,298.15,-0.1,7.0,101325.0,101325.0,3534.0,5562.0,4.0
1208,298.15,-0.2,7.0,101325.0,101325.0,3534.0,5562.0,4.0
1209,298.15,-0.3,7.0,101325.0,101325.0,3534.0,5562.0,4.0
1210,298.15,-0.4,7.0,101325.0,101325.0,3534.0,5562.0,4.0
1211,298.15,-0.5,7.0,101325.0,101325.0,3534.0,5562.0,4.0
1212,298.15,-0.6,7.0,101325.0,101325.0,3534.0,5562.0,4.0
1213,298.15,-0.7,7.0,101325.0,101325.0,3534.0,5562.0,4.0
1214,298.15,-0.8,7.0,101325.0,101325.0,3534.0,5562.0,4.0
1215,398.15,0.0,7.0,101325.0,101325.0,3534.0,5562.0,4.0
1216,398.15,-0.1,7.0,101325.0,101325.0,3534.0,5562.0,4.0
1217,398.15,-0.2,7.0,101325.0,101325.0,3534.0,5562.0,4.0
1218,398.15,-0.3,7.0,101325.0,101325.0,3534.0,5562.0,4.0
1219,398.15,-0.4,7.0,101325.0,101325.0,3534.0,5562.0,4.0
1220,398.15,-0.5,7.0,101325.0,101325.0,3534.0,5562.0,4.0
1221,398.15,-0.6,7.0,101325.0,101325.0,3534.0,5562.0,4.0
1222,398.15,-0.7,7.0,101325.0,101325.0,3534.0,5562.0,4.0
1223,398.15,-0.8,7.0,101325.0,101325.0,3534.0,5562.0,4.0
1224,298.15,0.0,8.0,101325.0,101325.0,3534.0,5562.0,4.0
1225,298.15,-0.1,8.0,101325.0,101325.0,3534.0,5562.0,4.0
1226,298.15,-0.2,8.0,101325.0,101325.0,3534.0,5562.0,4.0
1227,298.15,-0.3,8.0,101325.0,101325.0,3534.0,5562.0,4.0
1228,298.15,-0.4,8.0,101325.0,101325.0,3534.0,5562.0,4.0
1229,298.15,-0.5,8.0,101325.0,101325.0,3534.0,5562.0,4.0
1230,298.15,-0.6,8.0,101325.0,101325.0,3534.0,5562.0,4.0
1231,298.15,-0.7,8.0,101325.0,101325.0,3534.0,5562.0,4.0
1232,298.15,-0.8,8.0,101325.0,101325.0,3534.0,5562.0,4.0
1233,398.15,0.0,8.0,101325.0,101325.0,3534.0,5562.0,4.0
1234,398.15,-0.1,8.0,101325.0,101325.0,3534.0,5562.0,4.0
1235,398.15,-0.2,8.0,101325.0,101325.0,3534.0,5562.0,4.0
1236,398.15,-0.3,8.0,101325.0,101325.0,3534.0,5562.0,4.0
1237,398.15,-0.4,8.0,101325.0,101325.0,3534.0,5562.0,4.0
1238,398.15,-0.5,8.0,101325.0,101325.0,3534.0,5562.0,4.0
1239,398.15,-0.6,8.0,101325.0,101325.0,3534.0,5562.0,4.0
1240,398.15,-0.7,8.0,101325.0,101325.0,3534.0,5562.0,4.0
1241,398.15,-0.8,8.0,101325.0,101325.0,3534.0,5562.0,4.0
1242,298.15,0.0,9.0,101325.0,101325.0,3534.0,5562.0,4.0
1243,298.15,-0.1,9.0,101325.0,101325.0,3534.0,5562.0,4.0
1244,298.15,-0.2,9.0,101325.0,101325.0,3534.0,5562.0,4.0
1245,298.15,-0.3,9.0,101325.0,101325.0,3534.0,5562.0,4.0
1246,298.15,-0.4,9.0,101325.0,101325.0,3534.0,5562.0,4.0
1247,298.15,-0.5,9.0,101325.0,101325.0,3534.0,5562.0,4.0
1248,298.15,-0.6,9.0,101325.0,101325.0,3534.0,5562.0,4.0
1249,298.15,-0.7,9.0,101325.0,101325.0,3534.0,5562.0,4.0
1250,298.15,-0.8,9.0,101325.0,101325.0,3534.0,5562.0,4.0
1251,398.15,0.0,9.0,101325.0,101325.0,3534.0,5562.0,4.0
1252,398.15,-0.1,9.0,101325.0,101325.0,3534.0,5562.0,4.0
1253,398.15,-0.2,9.0,101325.0,101325.0,3534.0,5562.0,4.0
1254,398.15,-0.3,9.0,101325.0,101325.0,3534.0,5562.0,4.0
1255,398.15,-0.4,9.0,101325.0,101325.0,3534.0,5562.0,4.0
1256,398.15,-0.5,9.0,101325.0,101325.0,3534.0,5562.0,4.0
1257,398.15,-0.6,9.0,101325.0,101325.0,3534.0,5562.0,4.0
1258,398.15,-0.7,9.0,101325.0,101325.0,3534.0,5562.0,4.0
1259,398.15,-0.8,9.0,101325.0,101325.0,3534.0,5562.0,4.0
1260,298.15,0.0,10.0,101325.0,101325.0,3534.0,5562.0,4.0
1261,298.15,-0.1,10.0,101325.0,101325.0,3534.0,5562.0,4.0
1262,298.15,-0.2,10.0,101325.0,101325.0,3534.0,5562.0,4.0
1263,298.15,-0.3,10.0,101325.0,101325.0,3534.0,5562.0,4.0
1264,298.15,-0.4,10.0,101325.0,101325.0,3534.0,5562.0,4.0
1265,298.15,-0.5,10.0,101325.0,101325.0,3534.0,5562.0,4.0
1266,298.15,-0.6,10.0,101325.0,101325.0,3534.0,5562.0,4.0
1267,298.15,-0.7,10.0,101325.0,101325.0,3534.0,5562.0,4.0
1268,298.15,-0.8,10.0,101325.0,101325.0,3534.0,5562.0,4.0
1269,398.15,0.0,10.0,101325.0,101325.0,3534.0,5562.0,4.0
1270,398.15,-0.1,10.0,101325.0,101325.0,3534.0,5562.0,4.0
1271,398.15,-0.2,10.0,101325.0,101325.0,3534.0,5562.0,4.0
1272,398.15,-0.3,10.0,101325.0,101325.0,3534.0,5562.0,4.0
1273,398.15,-0.4,10.0,101325.0,101325.0,3534.0,5562.0,4.0
1274,398.15,-0.5,10.0,101325.0,101325.0,3534.0,5562.0,4.0
1275,398.15,-0.6,10.0,101325.0,101325.0,3534.0,5562.0,4.0
1276,398.15,-0.7,10.0,101325.0,101325.0,3534.0,5562.0,4.0
1277,398.15,-0.8,10.0,101325.0,101325.0,3534.0,5562.0,4.0
1278,298.15,0.0,11.0,101325.0,101325.0,3534.0,5562.0,4.0
1279,298.15,-0.1,11.0,101325.0,101325.0,3534.0,5562.0,4.0
1280,298.15,-0.2,11.0,101325.0,101325.0,3534.0,5562.0,4.0
1281,298.15,-0.3,11.0,101325.0,101325.0,3534.0,5562.0,4.0
1282,298.15,-0.4,11.0,101325.0,101325.0,3534.0,5562.0,4.0
1283,298.15,-0.5,11.0,101325.0,101325.0,3534.0,5562.0,4.0
1284,298.15,-0.6,11.0,101325.0,101325.0,3534.0,5562.0,4.0
1285,298.15,-0.7,11.0,101325.0,101325.0,3534.0,5562.0,4.0
1286,298.15,-0.8,11.0,101325.0,101325.0,3534.0,5562.0,4.0
1287,398.15,0.0,11.0,101325.0,101325.0,3534.0,5562.0,4.0
1288,398.15,-0.1,11.0,101325.0,101325.0,3534.0,5562.0,4.0
1289,398.15,-0.2,11.0,101325.0,101325.0,3534.0,5562.0,4.0
1290,398.15,-0.3,11.0,101325.0,101325.0,3534.0,5562.0,4.0
1291,398.15,-0.4,11.0,101325.0,101325.0,3534.0,5562.0,4.0
1292,398.15,-0.5,11.0,101325.0,101325.0,3534.0,5562.0,4.0
1293,398.15,-0.6,11.0,101325.0,101325.0,3534.0,5562.0,4.0
1294,398.15,-0.7,11.0,101325.0,101325.0,3534.0,5562.0,4.0
1295,398.15,-0.8,11.0,101325.0,101325.0,3534.0,5562.0,4.0
1296,298.15,0.0,12.0,101325.0,101325.0,3534.0,5562.0,4.0
1297,298.15,-0.1,12.0,101325.0,101325.0,3534.0,5562.0,4.0
1298,298.15,-0.2,12.0,101325.0,101325.0,3534.0,5562.0,4.0
1299,298.15,-0.3,12.0,101325.0,101325.0,3534.0,5562.0,4.0
1300,298.15,-0.4,12.0,101325.0,101325.0,3534.0,5562.0,4.0
1301,298.15,-0.5,12.0,101325.0,101325.0,3534.0,5562.0,4.0
1302,298.15,-0.6,12.0,101325.0,101325.0,3534.0,5562.0,4.0
1303,298.15,-0.7,12.0,101325.0,101325.0,3534.0,5562.0,4.0
1304,298.15,-0.8,12.0,101325.0,101325.0,3534.0,5562.0,4.0
1305,398.15,0.0,12.0,101325.0,101325.0,3534.0,5562.0,4.0
1306,398.15,-0.1,12.0,101325.0,101325.0,3534.0,5562.0,4.0
1307,398.15,-0.2,12.0,101325.0,101325.0,3534.0,5562.0,4.0
1308,398.15,-0.3,12.0,101325.0,101325.0,3534.0,5562.0,4.0
1309,398.15,-0.4,12.0,101325.0,101325.0,3534.0,5562.0,4.0
1310,398.15,-0.5,12.0,101325.0,101325.0,3534.0,5562.0,4.0
1311,398.15,-0.6,12.0,101325.0,101325.0,3534.0,5562.0,4.0
1312,398.15,-0.7,12.0,101325.0,101325.0,3534.0,5562.0,4.0
1313,398.15,-0.8,12.0,101325.0,101325.0,3534.0,5562.0,4.0
1314,298.15,0.0,13.0,101325.0,101325.0,3534.0,5562.0,4.0
1315,298.15,-0.1,13.0,101325.0,101325.0,3534.0,5562.0,4.0
1316,298.15,-0.2,13.0,101325.0,101325.0,3534.0,5562.0,4.0
1317,298.15,-0.3,13.0,101325.0,101325.0,3534.0,5562.0,4.0
1318,298.15,-0.4,13.0,101325.0,101325.0,3534.0,5562.0,4.0
1319,298.15,-0.5,13.0,101325.0,101325.0,3534.0,5562.0,4.0
1320,298.15,-0.6,13.0,101325.0,101325.0,3534.0,5562.0,4.0
1321,298.15,-0.7,13.0,101325.0,101325.0,3534.0,5562.0,4.0
1322,298.15,-0.8,13.0,101325.0,101325.0,3534.0,5562.0,4.0
1323,398.15,0.0,13.0,101325.0,101325.0,3534.0,5562.0,4.0
1324,398.15,-0.1,13.0,101325.0,101325.0,3534.0,5562.0,4.0
1325,398.15,-0.2,13.0,101325.0,101325.0,3534.0,5562.0,4.0
1326,398.15,-0.3,13.0,101325.0,101325.0,3534.0,5562.0,4.0
1327,398.15,-0.4,13.0,101325.0,101325.0,3534.0,5562.0,4.0
1328,398.15,-0.5,13.0,101325.0,101325.0,3534.0,5562.0,4.0
1329,398.15,-0.6,13.0,101325.0,101325.0,3534.0,5562.0,4.0
1330,398.15,-0.7,13.0,101325.0,101325.0,3534.0,5562.0,4.0
1331,398.15,-0.8,13.0,101325.0,101325.0,3534.0,5562.0,4.0
1332,298.15,0.0,14.0,101325.0,101325.0,3534.0,5562.0,4.0
1333,298.15,-0.1,14.0,101325.0,101325.0,3534.0,5562.0,4.0
1334,298.15,-0.2,14.0,101325.0,101325.0,3534.0,5562.0,4.0
1335,298.15,-0.3,14.0,101325.0,101325.0,3534.0,5562.0,4.0
1336,298.15,-0.4,14.0,101325.0,101325.0,3534.0,5562.0,4.0
1337,298.15,-0.5,14.0,101325.0,101325.0,3534.0,5562.0,4.0
1338,298.15,-0.6,14.0,101325.0,101325.0,3534.0,5562.0,4.0
1339,298.15,-0.7,14.0,101325.0,101325.0,3534.0,5562.0,4.0
1340,298.15,-0.8,14.0,101325.0,101325.0,3534.0,5562.0,4.0
1341,398.15,0.0,14.0,101325.0,101325.0,3534.0,5562.0,4.0
1342,398.15,-0.1,14.0,101325.0,101325.0,3534.0,5562.0,4.0
1343,398.15,-0.2,14.0,101325.0,101325.0,3534.0,5562.0,4.0
1344,398.15,-0.3,14.0,101325.0,101325.0,3534.0,5562.0,4.0
1345,398.15,-0.4,14.0,101325.0,101325.0,3534.0,5562.0,4.0
1346,398.15,-0.5,14.0,101325.0,101325.0,3534.0,5562.0,4.0
1347,398.15,-0.6,14.0,101325.0,101325.0,3534.0,5562.0,4.0
1348,398.15,-0.7,14.0,101325.0,101325.0,3534.0,5562.0,4.0
1349,398.15,-0.8,14.0,101325.0,101325.0,3534.0,5562.0,4.0
